paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,oxygen level,parent strain,time,temperature,knock out gene,overexpress gene,heterologous gene,check
p33,10.1016.S1567-1356(03)00155-7,CEN.MS6-1A,Saccharomyces cerevisiae,glycerol (glycerol),0.058 g glycerol g−1 glucose,Batch (minimal),Glucose,Not specified,Batch,-,-,CEN.PK113-7D,-,30°C,GLR1,,,yes
,,,,,,,,,,,,,,,,,,
p34,10.1016.S1875-5364(20)60005-X,DL-A008,Escherichia coli,astaxanthin (Astaxanthin),0.88 g•L⁻¹,Not specified,Glycerol,Controlled under 0.5 g•L⁻¹,"7 L-fermentor, fed-batch",7.0,Adjusted,DL-A001,66 h,30 °C,crtX,crtEXYIB;crtW;crtZ,crtW;crtZ,yes
p34,10.1016.S1875-5364(20)60005-X,RBS54,Escherichia coli,astaxanthin (Astaxanthin),3.46 mg•g⁻¹ cdw,Assumed similar to YL-A004,Presumably glycerol,Not specified,Shake flask,Not specified,Aerobic,YL-A004,Not specified,30 °C,crtX,crtEXYIB;crtW;crtZ,crtW;crtZ,yes
p34,10.1016.S1875-5364(20)60005-X,DL-A008,Escherichia coli,astaxanthin (Astaxanthin),5.88 mg•g⁻¹ cdw,Same as above,Likely glycerol,Achieved through feeding,Lab-scale fermentation,7.0,Maintained at 30%,DL-A001,Not specified,30 °C,crtX,crtEXYIB;crtW;crtZ,crtW;crtZ,yes
,,,,,,,,,,,,,,,,,,
p35,10.1016.j.bej.2009.04.008,B. subtilis PK-P,Bacillus subtilis,riboflavin (riboflavin),0.031 g riboflavin g^-1 glucose,Minimal medium,Glucose,100 g/l,Shake flask,41°C,Ambient,B. subtilis PK,,41°C,,purD;purF;purH;purM;purN,,OE
,,,,,,,,,,,,,,,,,,
p36,10.1016.j.bej.2019.03.011,GSK7,Saccharomyces cerevisiae,ergosterol (ergosterol),13.0 mg L<sup>−1</sup>,YPD,Glucose,2%,Shake flask,6,Aerobic,GSK6,5 days,30 °C,,ERG1;ERG20;ERG9;HMG1;IDI;PERG1;tHMG1;β-amyrin synthase;β-amyrin synthase (βAS);βAS,β-amyrin synthase,yes
p36,10.1016.j.bej.2019.03.011,GSK3,Saccharomyces cerevisiae,ergosterol (ergosterol),3.86 mg L<sup>−1</sup>,YPD,Glucose,2%,Shake flask,6,Aerobic,GSK2,Not specified,30 °C,,ERG1;PERG1;β-amyrin synthase;β-amyrin synthase (βAS);βAS,β-amyrin synthase,yes
p36,10.1016.j.bej.2019.03.011,GSK2,Saccharomyces cerevisiae,ergosterol (ergosterol),4.52 mg L<sup>−1</sup>,YPD,Glucose,2%,Shake flask,6,Aerobic,GSK1,5 days,30 °C,,ERG1;β-amyrin synthase;β-amyrin synthase (βAS);βAS,β-amyrin synthase,yes
p36,10.1016.j.bej.2019.03.011,GSK1,Saccharomyces cerevisiae,ergosterol (ergosterol),5.6 mg L<sup>−1</sup>,YPD,Glucose,2%,Shake flask,6,Aerobic,S. cerevisiae INVSc1,5 days,30 °C,,β-amyrin synthase;β-amyrin synthase (βAS);βAS,β-amyrin synthase,yes
p36,10.1016.j.bej.2019.03.011,GSK6,Saccharomyces cerevisiae,β-amyrin (β-amyrin),10.86 mg L<sup>−1</sup>,YPD,Glucose,2%,Shake flask,6,Aerobic,GSK4,Not specified,30 °C,,ERG1;ERG20;ERG9;HMG1;IDI;PERG1;tHMG1;β-amyrin synthase;β-amyrin synthase (βAS);βAS,β-amyrin synthase,yes
p36,10.1016.j.bej.2019.03.011,GSK7,Saccharomyces cerevisiae,β-amyrin (β-amyrin),108.26 mg L<sup>−1</sup>,YPD,Glucose,"2%, supplemented every 12h","5 L fermenter, fed-batch",6,Regulated,GSK6,Up to 120 hours,30 °C,,ERG1;ERG20;ERG9;HMG1;IDI;PERG1;tHMG1;β-amyrin synthase;β-amyrin synthase (βAS);βAS,β-amyrin synthase,yes
p36,10.1016.j.bej.2019.03.011,GSK1,Saccharomyces cerevisiae,β-amyrin (β-amyrin),2.7 mg L<sup>−1</sup>,YPD,Glucose,2%,Shake flask,6,Aerobic,S. cerevisiae INVSc1,5 days,30 °C,,β-amyrin synthase;β-amyrin synthase (βAS);βAS,β-amyrin synthase,yes
p36,10.1016.j.bej.2019.03.011,GSK1,Saccharomyces cerevisiae,β-amyrin (β-amyrin),3.1 mg L<sup>−1</sup>,Assumed YPD,Assumed Glucose,Assumed 2%,Assumed shake flask,6,Aerobic,S. cerevisiae INVSc1,Different batch,30 °C,,β-amyrin synthase;β-amyrin synthase (βAS);βAS,β-amyrin synthase,strain
p36,10.1016.j.bej.2019.03.011,GSK7,Saccharomyces cerevisiae,β-amyrin (β-amyrin),32.8 mg L<sup>−1</sup>,YPD,Glucose,2%,Shake flask,6,Aerobic,GSK6,5 days,30 °C,,ERG1;ERG20;ERG9;HMG1;IDI;PERG1;tHMG1;β-amyrin synthase;β-amyrin synthase (βAS);βAS,β-amyrin synthase,yes
p36,10.1016.j.bej.2019.03.011,GSK3,Saccharomyces cerevisiae,β-amyrin (β-amyrin),4.25 mg L<sup>−1</sup>,YPD,Glucose,2%,Shake flask,6,Aerobic,GSK2,Not specified,30 °C,,ERG1;PERG1;β-amyrin synthase;β-amyrin synthase (βAS);βAS,β-amyrin synthase,yes
p36,10.1016.j.bej.2019.03.011,GSK4,Saccharomyces cerevisiae,β-amyrin (β-amyrin),8.52 mg L<sup>−1</sup>,YPD,Glucose,2%,Shake flask,6,Aerobic,GSK3,Not specified,30 °C,,ERG1;ERG20;ERG9;IDI;PERG1;β-amyrin synthase;β-amyrin synthase (βAS);βAS,β-amyrin synthase,yes
p36,10.1016.j.bej.2019.03.011,GSK5,Saccharomyces cerevisiae,β-amyrin (β-amyrin),9.06 mg L<sup>−1</sup>,YPD,Glucose,2%,Shake flask,6,Aerobic,GSK4,Not specified,30 °C,,ERG1;ERG20;ERG9;HMG1;IDI;PERG1;β-amyrin synthase;β-amyrin synthase (βAS);βAS,β-amyrin synthase,yes
,,,,,,,,,,,,,,,,,,
p37,10.1016.j.bej.2022.108528,BSJ06,Bacillus,fengycin (fengycin),184.12 mg/L,Fermentation medium,Arabinose,20 g/L,Batch,7.0,Not specified,BSJ00,48,,,tesA;yngH,,yes
p37,10.1016.j.bej.2022.108528,BSJ023,Bacillus,fengycin (fengycin),258.41 mg/L,Fermentation medium,Arabinose,20 g/L,Batch,7.0,Not specified,BSJ022,48,,fadB,P ylb;tesA;yhfL;yngH,,hetero
p37,10.1016.j.bej.2022.108528,BSJ03,Bacillus,fengycin (fengycin),11.53 mg/L,Fermentation medium,Arabinose,20 g/L,Batch,7.0,Not specified,BSJ00,56,,,P fen,,hetero
p37,10.1016.j.bej.2022.108528,BSJ00,Bacillus,fengycin (fengycin),121.20 mg/L,Fermentation medium with WSCP,Arabinose,20 g/L,Batch,7.0,Not specified,,56,,,,,OE
p37,10.1016.j.bej.2022.108528,BSJ02,Bacillus,fengycin (fengycin),137.05 mg/L,Fermentation medium with WSCP,Arabinose,20 g/L,Batch,7.0,Not specified,BSJ00,56,,,P ylb,,hetero
p37,10.1016.j.bej.2022.108528,BSJ04,Bacillus,fengycin (fengycin),146.22 mg/L,Fermentation medium,Arabinose,20 g/L,Batch,7.0,Not specified,BSJ00,56,,fadB,,,yes
p37,10.1016.j.bej.2022.108528,BSJ05,Bacillus,fengycin (fengycin),170.12 mg/L,Fermentation medium,Arabinose,20 g/L,Batch,7.0,Not specified,BSJ00,56,,,yhfL,,yes
p37,10.1016.j.bej.2022.108528,BSJ01,Bacillus,fengycin (fengycin),88.18 mg/L,Fermentation medium,Arabinose,20 g/L,Batch,7.0,Not specified,BSJ00,56,,,P srfA,,hetero
p37,10.1016.j.bej.2022.108528,BSJ022,Bacillus,fengycin (fengycin),142.92 mg/L,Fermentation medium,Arabinose,20 g/L,Batch,7.0,Not specified,BSJ021,Not specified,,fadB,P ylb;yhfL,,hetero
p37,10.1016.j.bej.2022.108528,BSJ021,Bacillus,fengycin (fengycin),156.71 mg/L,Fermentation medium,Arabinose,20 g/L,Batch,7.0,Not specified,BSJ02,Not specified,,fadB,P ylb,,hetero
,,,,,,,,,,,,,,,,,,
p38,10.1016.j.bej.2023.109026,KN4,Escherichia coli,SA (succinic acid),0.88 g/g,Repeated entry,-,-,-,-,-,,-,-,,cti;whiB,fabA;fabB,yes
p38,10.1016.j.bej.2023.109026,KN2,Escherichia coli,SA (succinic acid),0.92 g/g,Repeated entry,-,-,-,-,-,,-,-,,cti;whiB,fabB,hetero
p38,10.1016.j.bej.2023.109026,KN3,Escherichia coli,SA (succinic acid),55.5 g/L,AM1,Glucose,Not specified,5-L bioreactor,-,-,,-,-,,cti;whiB,fabB,yes
p38,10.1016.j.bej.2023.109026,KN4,Escherichia coli,SA (succinic acid),0.79 g/g,AM1,Glucose,Not specified,5-L bioreactor,6.8,Anaerobic,,-,37°C,,cti;whiB,fabA;fabB,yes
p38,10.1016.j.bej.2023.109026,KN4,Escherichia coli,SA (succinic acid),64.1 g/L,AM1,Glucose,Not specified,5-L bioreactor,6.8,Anaerobic,,-,37°C,,cti;whiB,fabA;fabB,yes
p38,10.1016.j.bej.2023.109026,KN2,Escherichia coli,SA (succinic acid),80.0 g/L,AM1,Glucose,Not specified,5-L bioreactor,6.8,Anaerobic,,-,37°C,,cti;whiB,fabB,hetero
p38,10.1016.j.bej.2023.109026,KN2,Escherichia coli,SA (succinic acid),89.1 g/L,AM1,Glucose,100 g/L,Anaerobic bottles,6.8,Anaerobic,,-,37°C,,cti;whiB,fabB,hetero
,,,,,,,,,,,,,,,,,,
p39,10.1016.j.biortech.2016.06.028,P4,Yarrowia lipolytica,a-farnesene (a-farnesene),16.50 ± 0.16 mg/L,PM,"Glucose, Fructose",,Shake Flask,7.0,,,5 days,30 °C,,FPPS;FS;OptFS,,OE
p39,10.1016.j.biortech.2016.06.028,P1,Yarrowia lipolytica,a-farnesene (a-farnesene),2.75 ± 0.29 mg/L,YPD,Glucose,,Shake Flask,30 °C,,,120 h,30 °C,,FS;OptFS,,yes
p39,10.1016.j.biortech.2016.06.028,P3,Yarrowia lipolytica,a-farnesene (a-farnesene),21.39 ± 0.61 mg/L,PM,"Glucose, Fructose",,Shake Flask,7.0,,,5 days,30 °C,,FPPS;FS;OptFS,,OE
p39,10.1016.j.biortech.2016.06.028,P5,Yarrowia lipolytica,a-farnesene (a-farnesene),5.14 ± 0.61 mg/L,PM,"Glucose, Fructose",,Shake Flask,7.0,,,5 days,30 °C,,FPPS;FS;OptFS,,OE
p39,10.1016.j.biortech.2016.06.028,P7,Yarrowia lipolytica,a-farnesene (a-farnesene),57.08 ± 1.43 mg/L,PM,"Glucose, Fructose","Residual ~6.5 g/L glucose, ~17.6 g/L fructose",Shake Flask,7.0,,,5 days,30 °C,,FS;IDI;OptFS;tHMG1,,yes
p39,10.1016.j.biortech.2016.06.028,P2,Yarrowia lipolytica,a-farnesene (a-farnesene),6.12 ± 0.32 mg/L,PM,"Glucose, Fructose",,Shake Flask,7.0,,,After transformation,30 °C,,FS;OptFS;tHMG1,,yes
,,,,,,,,,,,,,,,,,,
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.42mol/mol,-,-,-,Flask,-,-,K12 MG1655,-,-,adhE;ldh;ldhA;poxB,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,BL21,Escherichia coli,"1,3-BDO (1,3-Butanediol)",18.4mM,Minimal,Glucose,Fed-batch,Bioreactor,-,-,,-,-,,,,yes
p40,10.1016.j.biortech.2023.128911,BL21,Escherichia coli,"1,3-BDO (1,3-Butanediol)",18.8mM,Minimal,Assumed glucose,Fed-batch,Bioreactor,-,-,,-,-,,,,yes
p40,10.1016.j.biortech.2023.128911,W3110,Escherichia coli,"1,3-BDO (1,3-Butanediol)",24.2mM,Minimal,Glucose,Fed-batch,Bioreactor,-,-,,-,-,,,,yes
p40,10.1016.j.biortech.2023.128911,K1-Q10,Escherichia coli,"1,3-Butanediol (1,3-Butanediol)",179mM,Minimal,Glucose,Varied,Fed-batch,7.0±0.1,550 rpm,E. coli K12 MG1655,36,37,,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;Ec_yqhD;bld,hetero
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-Butanediol (1,3-Butanediol)",215mM,Minimal,Glucose,Varied,Fed-batch,7.0±0.1,Supplemented cysteine,K12 MG1655,36,37,adhE;ldh;ldhA;poxB,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,K1-Q10,Escherichia coli,"1,3-Butanediol (1,3-Butanediol)",25.1mM,Modified M9,Glucose,30g/L,Shake flask,Not specified,Not specified,E. coli K12 MG1655,24,37,,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;Ec_yqhD;bld,yes
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-Butanediol (1,3-Butanediol)",257mM,Minimal,Glucose,Varied,Fed-batch,7.0±0.1,Supplemented glutamate,K12 MG1655,36,37,adhE;ldh;ldhA;poxB,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-Butanediol (1,3-Butanediol)",42mM,Minimal,Glucose,Varied,Fed-batch (C:N=80),7.0±0.1,Low nitrogen,K12 MG1655,Not specified,37,adhE;ldh;ldhA;poxB,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-Butanediol (1,3-Butanediol)",54mM,Minimal,Glucose,Varied,Fed-batch (C:N=infinity),7.0±0.1,No nitrogen,K12 MG1655,Not specified,37,adhE;ldh;ldhA;poxB,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,K1-C1Q1,Escherichia coli,"1,3-Butanediol (1,3-Butanediol)",7.6mM,Modified M9,Glucose,30g/L,Shake flask,Not specified,Not specified,E. coli K12 MG1655,24,37,,Cn_phaA;Cn_phaB;Cs_bld;bld;phaA;phaB,Cs_bld;bld,yes
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-Butanediol (1,3-Butanediol)",86.2mM,Minimal,Glucose,Varied,Fed-batch (C:N=80),7.0±0.1,Optimal C:N ratio,K12 MG1655,Not specified,37,adhE;ldh;ldhA;poxB,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,K1-C1Q7,Escherichia coli,acetate (acetate),12.1mM,Modified M9,Glucose,30g/L,Shake flask,Not specified,Not specified,E. coli K12 MG1655,24,37,,Cn_phaA;Cn_phaB;Cs_bld;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,K1-C1Q1,Escherichia coli,acetate (acetate),15mM,Modified M9,Glucose,30g/L,Shake flask,Not specified,Not specified,E. coli K12 MG1655,24,37,,Cn_phaA;Cn_phaB;Cs_bld;bld;phaA;phaB,Cs_bld;bld,yes
p40,10.1016.j.biortech.2023.128911,K1-C1Q1,Escherichia coli,Ethanol (Ethanol),3mM,Modified M9,Glucose,30g/L,Shake flask,7.0±0.1,-,E. coli K12 MG1655,24,37,,Cn_phaA;Cn_phaB;Cs_bld;bld;phaA;phaB,Cs_bld;bld,yes
p40,10.1016.j.biortech.2023.128911,K1-Q10,Escherichia coli,Acetate (Acetate),2.5mM,M9 with trace elements,Glucose,Maintained between 50-250mM,1 L bioreactor,7.0±0.1,Varied,E. coli K12 MG1655,36,37,,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;Ec_yqhD;bld,yes
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.14mol/mol,Minimal,Glucose,Varied,Fed-batch,-,-,K12 MG1655,Stationary phase,37°C,adhE;ldh;ldhA;poxB,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.21mol/mol,Minimal,Glucose,C:N=80,Fed-batch,7.0±0.1,-,K12 MG1655,36h,37°C,adhE;ldh;ldhA;poxB,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,K1-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.41mol/mol,Modified M9,Glucose 30g/L,Batch,-,-,-,E. coli K12 MG1655,24h,37°C,,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;Ec_yqhD;bld,hetero
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.47mol/mol,-,Glucose,Fed-batch,Bioreactor,-,-,K12 MG1655,36h,37°C,adhE;ldh;ldhA;poxB,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.50mol/mol,-,Glucose,Fed-batch w/ amino acids,Bioreactor,-,-,K12 MG1655,36h,37°C,adhE;ldh;ldhA;poxB,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",0.51mol/mol,-,Glucose,Fed-batch w/ amino acids,Bioreactor,-,-,K12 MG1655,36h,37°C,adhE;ldh;ldhA;poxB,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,K1-C1Q7,Escherichia coli,"1,3-BDO (1,3-Butanediol)",11.02mM,Modified M9,Glucose 30g/L,Batch,-,-,-,E. coli K12 MG1655,24h,37°C,,Cn_phaA;Cn_phaB;Cs_bld;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,K6-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",144mM,Minimal,Glucose,"Fed-batch, induced at 9h",Bioreactor,-,-,K12 MG1655,-,37°C,adhE;ldh;ldhA;poxB,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;bld,hetero
p40,10.1016.j.biortech.2023.128911,XL1-Blue,Escherichia coli,"1,3-BDO (1,3-Butanediol)",6.2mM,M9 Medium,Glucose,-,Flask,-,-,,-,37°C,,,,yes
p40,10.1016.j.biortech.2023.128911,K1-Q10,Escherichia coli,"1,3-BDO (1,3-Butanediol)",85mM,M9 Medium,Glucose,-,Bioreactor,7.0±0.1,-,E. coli K12 MG1655,-,37°C,,Cn_phaA;Cn_phaB;Cs_bld;Ec_yqhD;bld;phaA;phaB,Cs_bld;Ec_yqhD;bld,hetero
p40,10.1016.j.biortech.2023.128911,W,Escherichia coli,acetate (acetate),14.0mM,Minimal,Glucose,Not specified,Flask,Not specified,Not specified,,Not specified,Not specified,,,,yes
,,,,,,,,,,,,,,,,,,
p41,10.1016.j.biortech.2023.129540,ARG12,Escherichia coli,L-arginine (L-arginine),0.43g/g glucose,Betaine-supplemented fermentation,Glucose,10g/L,"5-L fermenter, fed-batch",-,-,,,,,,,yes
p41,10.1016.j.biortech.2023.129540,ARGs6,Escherichia coli,L-arginine (L-arginine),0.49g/g glucose,Without betaine,Glucose,10g/L,"5-L fermenter, fed-batch",-,-,ARG12,,,rhaB,cynT;cynX;pyrB,,yes
p41,10.1016.j.biortech.2023.129540,ARGs6,Escherichia coli,L-arginine (L-arginine),122g/L,With betaine,Glucose,10g/L + 0.5g/L betaine,"5-L fermenter, fed-batch",-,-,ARG12,,,rhaB,cynT;cynX;pyrB,,yes
p41,10.1016.j.biortech.2023.129540,ARGs6,Escherichia coli,L-arginine (L-arginine),125g/L,Without betaine,Glucose,10g/L,"5-L fermenter, fed-batch",-,-,ARG12,,,rhaB,cynT;cynX;pyrB,,yes
p41,10.1016.j.biortech.2023.129540,ARGs6,Escherichia coli,L-arginine (L-arginine),33.1g/L,Combined gene modifications,Glucose,Not specified,Assumed shake flask**,-,-,ARG12,,,rhaB,cynT;cynX;pyrB,,yes
p41,10.1016.j.biortech.2023.129540,ARGs2,Escherichia coli,L-arginine (L-arginine),0.29g/g glucose,Shake flask,Glucose,Not specified,Shake flask,-,-,ARG12,28,,,cynT,,yes
p41,10.1016.j.biortech.2023.129540,ARGs2,Escherichia coli,L-arginine (L-arginine),28.7g/L,Shake flask,Glucose,Not specified,Shake flask,-,-,ARG12,28,,,cynT,,yes
p41,10.1016.j.biortech.2023.129540,ARGs1,Escherichia coli,L-arginine (L-arginine),29.8g/L,Shake flask,Glucose,Not specified,Shake flask,-,-,ARG12,28,,,cynX,,yes
p41,10.1016.j.biortech.2023.129540,ARGs3,Escherichia coli,L-arginine (L-arginine),31.2g/L,Shake flask,Glucose,Not specified,Shake flask,-,-,ARG12,28,,,pyrB,,yes
p41,10.1016.j.biortech.2023.129540,ARGs5,Escherichia coli,L-arginine (L-arginine),31.9g/L,Shake flask,Glucose,Not specified,Shake flask,-,-,ARG12,28,,rhaB,,,yes
p41,10.1016.j.biortech.2023.129540,ARG12,Escherichia coli,L-arginine (L-arginine),110g/L,With betaine,Glucose,10g/L + 0.5g/L betaine,"5-L fermenter, fed-batch",-,-,,End of fermentation*,,,,,yes
,,,,,,,,,,,,,,,,,,
p42,10.1016.j.biortech.2023.130145,S7,E.coli,medium-chain fatty acids (MCFA) (medium-chain fatty acids),Repeats S7 info**,Soy whey重复信息***,Repeat,Repeat,Repeat,-,-,S4,,,EIICBGLC;ackA;galP;gltA;lacY;ldhA;mglCAB;pflB;poxB;pta,P3;Se_fadB;galP;r-BOX,Eg_ter;Re_BktB;Se_FadB;α-galactosidase,titer
p42,10.1016.j.biortech.2023.130145,S8,E.coli,medium-chain fatty acids (MCFA) (medium-chain fatty acids),Repeats S8 info**,Soy whey重复信息***,Repeat,Repeat,Repeat,-,-,S7,,,EIICBGLC;ackA;galP;gltA;lacY;ldhA;mglCAB;pflB;poxB;pta,Bs_mdh;FalDH;P3;Se_fadB;galP;r-BOX,Eg_ter;Re_BktB;Se_FadB;α-galactosidase,titer
p42,10.1016.j.biortech.2023.130145,S8,E.coli,Medium-chain fatty acids (MCFAs) (Medium-chain fatty acids),3.25g/L,Soy whey,Naturally occurring,-,Batch,7.00,-,S7,,,EIICBGLC;ackA;galP;gltA;lacY;ldhA;mglCAB;pflB;poxB;pta,Bs_mdh;FalDH;P3;Se_fadB;galP;r-BOX,Eg_ter;Re_BktB;Se_FadB;α-galactosidase,yes
p42,10.1016.j.biortech.2023.130145,S2,E.coli,Medium-chain fatty acids (MCFAs) (Medium-chain fatty acids),377.52mg/L,Soy whey,Naturally occurring,-,Batch,-,-,C3,,,EIICBGLC;galP;lacY;mglCAB,P3;galP;r-BOX,Eg_ter;Re_BktB;Se_FadB;α-galactosidase,yes
p42,10.1016.j.biortech.2023.130145,S4,E.coli,Medium-chain fatty acids (MCFAs) (Medium-chain fatty acids),547.17mg/L,Soy whey,Naturally occurring,-,Batch,-,-,S2,,,EIICBGLC;galP;lacY;mglCAB,P3;Se_fadB;galP;r-BOX,Eg_ter;Re_BktB;Se_FadB;α-galactosidase,yes
p42,10.1016.j.biortech.2023.130145,S7,E.coli,Medium-chain fatty acids (MCFAs) (Medium-chain fatty acids),1.17g/L,Soy whey,"Sucrose, Stachyose, Raffinose",Naturally occurring,Batch,7.00,-,S4,,,EIICBGLC;ackA;galP;gltA;lacY;ldhA;mglCAB;pflB;poxB;pta,P3;Se_fadB;galP;r-BOX,Eg_ter;Re_BktB;Se_FadB;α-galactosidase,yes
p42,10.1016.j.biortech.2023.130145,S8,E.coli,Medium-chain fatty acids (MCFAs) (Medium-chain fatty acids),8.20g/L,Soy whey (batch),Naturally occurring,-,"Batch, pH-controlled",7.00,-,S7,,,EIICBGLC;ackA;galP;gltA;lacY;ldhA;mglCAB;pflB;poxB;pta,Bs_mdh;FalDH;P3;Se_fadB;galP;r-BOX,Eg_ter;Re_BktB;Se_FadB;α-galactosidase,yes
p42,10.1016.j.biortech.2023.130145,S8,E.coli,Medium-chain fatty acids (MCFAs) (Medium-chain fatty acids),16.42g/L,Soy whey,Glucose (fed-batch),Up to 20g/L,Fed-batch,7.00,Maintained at 40%,S7,,,EIICBGLC;ackA;galP;gltA;lacY;ldhA;mglCAB;pflB;poxB;pta,Bs_mdh;FalDH;P3;Se_fadB;galP;r-BOX,Eg_ter;Re_BktB;Se_FadB;α-galactosidase,yes
,,,,,,,,,,,,,,,,,,
p43,10.1016.j.cels.2023.10.005,WL4PL3,Escherichia coli,4HPLA (4-hydroxyphenyllactate),"1,158.9 mg/L",Modified R medium,Glucose,20 g/L,Fed-batch,7.00,Maintained above 40%,WL4PL2,48 h,37 °C,pykF;tyrB,fldH;ppsA,,yes
p43,10.1016.j.cels.2023.10.005,WL4PL1,Escherichia coli,4HPLA (4-hydroxyphenyllactate),1.5 g/L,Not specified,Glucose,Not specified,Fed-batch,Not specified,Not specified,,Not specified,37 °C,tyrB,fldH,,yes
p43,10.1016.j.cels.2023.10.005,WL4PL3,Escherichia coli,4HPLA (4-hydroxyphenyllactate),8.2 g/L,Same as initial batch,Glucose,Not specified,Fed-batch,Not specified,Not specified,WL4PL2,Not specified,37 °C,pykF;tyrB,fldH;ppsA,,yes
p43,10.1016.j.cels.2023.10.005,WL4PL2,Escherichia coli,4HPLA (4-hydroxyphenyllactate),840.8 mg/L,Not specified,Glucose,Not specified,Fed-batch,Not specified,Not specified,WL4PL1,Not specified,37 °C,tyrB,fldH;ppsA,,yes
p43,10.1016.j.cels.2023.10.005,WLPAN1,Escherichia coli,D-panthenol (D-panthenol),0.3 g/L,MR media,Glucose,20 g/L,Fed-batch,Adjusted,Maintained dynamically,,48 h,37 °C,tyrB;tyrR,carM;panD;panDBC;sfp,,yes
p43,10.1016.j.cels.2023.10.005,WLPAN3,Escherichia coli,D-panthenol (D-panthenol),10.3 g/L,Same as initial batch,Glucose,20 g/L,Fed-batch,Not specified,Maintained dynamically,WLPAN2,Not specified,37 °C,icd;tyrB;tyrR,carM;ilvB;ilvBN;ilvBNmut;panD;panDBC;sfp,,yes
p43,10.1016.j.cels.2023.10.005,WLPAN3,Escherichia coli,D-panthenol (D-panthenol),13.25 g/L,Supplemented with malate,Glucose,20 g/L + Malate supplement,Fed-batch,Not specified,Maintained dynamically,WLPAN2,Not specified,37 °C,icd;tyrB;tyrR,carM;ilvB;ilvBN;ilvBNmut;panD;panDBC;sfp,,yes
p43,10.1016.j.cels.2023.10.005,WLPAN2,Escherichia coli,D-panthenol (D-panthenol),177.6 mg/L,Not specified,Glucose,Not specified,Flask,Not specified,Not specified,WLPAN1,Not specified,37 °C,tyrB;tyrR,carM;ilvB;ilvBN;ilvBNmut;panD;panDBC;sfp,,yes
