paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,oxygen level,parent strain,knock out gene,overexpress gene,heterologous gene,check,Unnamed: 19
p28,10.1007.s11274-023-03705-1,SC05,Escherichia coli,4-HIL (4-hydroxyisoleucine),12.4 ± 1.0 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC01,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC05,Escherichia coli,Lys (L-lysine),13.1 ± 1.3 mM,LBB,glucose,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC01,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC06,Escherichia coli,4-HIL (4-hydroxyisoleucine),7.9 ± 0.3 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC01,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC06,Escherichia coli,Lys (L-lysine),12.7 ± 0.6 mM,LBB,glucose,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC01,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC07,Escherichia coli,4-HIL (4-hydroxyisoleucine),15.9 ± 0.9 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC01,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC07,Escherichia coli,Ile (Isoleucine),152.3 ± 3.4 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC01,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC07,Escherichia coli,Lys (L-lysine),23.1 ± 0.8 mM,LBB,glucose,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC01,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC08,Escherichia coli,4-HIL (4-hydroxyisoleucine),15.2 ± 0.4 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC01,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC08,Escherichia coli,Ile (Isoleucine),169.7 ± 6.2 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC01,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC08,Escherichia coli,Lys (L-lysine),28.7 ± 1.0 mM,LBB,glucose,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC01,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC00-TD5 I M,Escherichia coli,4-HIL (4-hydroxyisoleucine),114.5 ± 12.2 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC00,odhA,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC00-TD5 I M,Escherichia coli,Lys (L-lysine),35.4 ± 4.4 mM,LBB,glucose,140 g/L,shake flask,,96 h,30 °C,200 rpm,SC00,odhA,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC01-TD5 I M,Escherichia coli,4-HIL (4-hydroxyisoleucine),137.0 ± 33.9 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC01,ldhA;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC01-TD5 I M,Escherichia coli,L-aspartate (Asp)-family amino acids (L-aspartate (Asp)-family amino acids),2.7% increase,LBB,glucose,140 g/L,shake flask,,96 h,30 °C,200 rpm,SC01,ldhA;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC01-TD5 I M,Escherichia coli,Lys (L-lysine),39.3 ± 4.5 mM,LBB,glucose,140 g/L,shake flask,,96 h,30 °C,200 rpm,SC01,ldhA;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC06-TD5 I M,Escherichia coli,4-HIL (4-hydroxyisoleucine),67.2 ± 21.8 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC06,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC06-TD5 I M,Escherichia coli,L-aspartate (Asp)-family amino acids (L-aspartate (Asp)-family amino acids),-17.0%,LBB,glucose,140 g/L,shake flask,,96 h,30 °C,200 rpm,SC06,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC08-TD5 I M,Escherichia coli,4-HIL (4-hydroxyisoleucine),114.1 ± 29.9 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC08,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC03,Escherichia coli,L-aspartate (Asp)-family amino acids (L-aspartate (Asp)-family amino acids),15.3%,LBB,glucose,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC00,ldhA;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC04,Escherichia coli,L-aspartate (Asp)-family amino acids (L-aspartate (Asp)-family amino acids),11.9%,LBB,glucose,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC00,ldhA;odhA;pyk2,,ido;ido M,yes,涉及到odhA的判断全部错误：启动子替换是为了加强表达而非敲除
p28,10.1007.s11274-023-03705-1,SC05-TD5 I M,Escherichia coli,Lys (L-lysine),14.0 ± 1.1 mM,LBB,glucose,140 g/L,shake flask,,96 h,30 °C,200 rpm,SC05,ldhA;lysE;odhA;pyk2,,ido;ido M,yes,strain type有问题，不是Ecoli
,,,,,,,,,,,,,,,,,,,
p29,10.1007.s12010-017-2673-3,M1,Methylobacterium extorquens,mevalonate (mevalonate),55.0 mg/L,MC,methanol,1% (v/v),"100-mL flask, batch",,5 days,30°C,170 rpm,AM1Δ celABC,celABC,mvt3,,yes,
,,,,,,,,,,,,,,,,,,,
p30,10.1007.s12257-020-0313-1,E. coli YHP06,Escherichia coli,L-Phe (L-phenylalanine),3.58 g/L,PHE medium,Glucose,Not specified,Flask cultivation,7.0,Midlog phase,37°C,Not specified,E. coli YHP02,pykA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,KO OE,
p30,10.1007.s12257-020-0313-1,E. coli YHP05,Escherichia coli,L-Phe (L-phenylalanine),4.00 ± 0.06 g/L,PHE medium with L-Trp and L-Tyr,Glucose,Not specified,Flask cultivation,7.0,Midlog phase,37°C,Not specified,E. coli YHP02,trpE;tyrA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,yes,
p30,10.1007.s12257-020-0313-1,E. coli H-01,Escherichia coli,L-Phe (L-phenylalanine),3.46 g/L,PHE medium,Glucose,Not specified,Flask cultivation,7.0,Not specified,37°C,Not specified,E. coli YHP06,pykA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,KO OE,
p30,10.1007.s12257-020-0313-1,E. coli H-02,Escherichia coli,L-Phe (L-phenylalanine),3.62 g/L,PHE medium,Glucose,Not specified,Flask cultivation,7.0,Not specified,37°C,Not specified,E. coli H-01,pykA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,KO OE,
p30,10.1007.s12257-020-0313-1,E. coli H-02,Escherichia coli,L-Phe (L-phenylalanine),30.5 g/L,PHE medium,Glucose,700 g/L,5 L fed-batch bioreactor,6.77,38 h,37°C,40%,E. coli H-01,pykA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,KO OE,
p30,10.1007.s12257-020-0313-1,E. coli H-02,Escherichia coli,L-Phe (L-phenylalanine),38.6 g/L,PHE medium,Glucose,700 g/L,30 L fed-batch bioreactor,6.77,36 h,37°C,40%,E. coli H-01,pykA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,KO OE,
p30,10.1007.s12257-020-0313-1,E. coli H-03,Escherichia coli,L-Phe (L-phenylalanine),1.74 ± 0.02 g/L,PHE medium,Glucose,Not specified,Flask cultivation,7.0,Not specified,37°C,Not specified,E. coli H-02,pykA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,KO OE,
,,,,,,,,,,,,,,,,,,,
p31,10.1007.s13205-020-2114-9,CCM02,Corynebacterium crenatum,l-arginine (l-arginine),14.20 g/L,fermentation medium,glucose,120 g/L,flask culture,7,108 h,30 °C,,CCM01,argB;argR;putP,,,yes,
p31,10.1007.s13205-020-2114-9,CCM01,Corynebacterium crenatum,l-arginine (l-arginine),12.02 g/L,fermentation medium,glucose,120 g/L,flask culture,7,108 h,30 °C,,,argB;argR,,,yes,
p31,10.1007.s13205-020-2114-9,CCM01,Corynebacterium crenatum,l-arginine (l-arginine),0.241 g/g,fermentation medium,glucose,120 g/L,flask culture,7,108 h,30 °C,,,argB;argR,,,yes,
p31,10.1007.s13205-020-2114-9,CCM03,Corynebacterium crenatum,l-arginine (l-arginine),15.27 g/L,fermentation medium,glucose,120 g/L,flask culture,7,108 h,30 °C,,CCM01,argB;argR;pta,,,yes,
p31,10.1007.s13205-020-2114-9,CCM04,Corynebacterium crenatum,l-arginine (l-arginine),15.34 g/L,fermentation medium,glucose,120 g/L,flask culture,7,108 h,30 °C,,CCM01,argB;argR;cgl2310,,,yes,
p31,10.1007.s13205-020-2114-9,CCM05,Corynebacterium crenatum,l-arginine (l-arginine),13.29 g/L,fermentation medium,glucose,120 g/L,flask culture,7,108 h,30 °C,,CCM01,Ncgl1221;argB;argR,,,yes,
p31,10.1007.s13205-020-2114-9,CCM06,Corynebacterium crenatum,l-arginine (l-arginine),14.9 g/L,fermentation medium,glucose,120 g/L,flask culture,7,108 h,30 °C,,CCM05,Ncgl1221;argB;argR,lysE,,yes,
p31,10.1007.s13205-020-2114-9,CCM06,Corynebacterium crenatum,l-arginine (l-arginine),0.289 g/g,fermentation medium,glucose,120 g/L,flask culture,7,108 h,30 °C,,CCM05,Ncgl1221;argB;argR,lysE,,yes,
p31,10.1007.s13205-020-2114-9,CCM07,Corynebacterium crenatum,l-arginine (l-arginine),24.85 g/L,fermentation medium,glucose,120 g/L,flask culture,7,108 h,30 °C,,CCM06,Ncgl1221;argB;argR;cgl2310;pta;putP,lysE,,yes,
,,,,,,,,,,,,,,,,,,,
p32,10.1016.S1567-1356(02)00206-4,P. stipitis CBS 6054,Saccharomyces cerevisiae,acetate (acetate),0.03 g/l,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,oxygen-limited,,,,,yes,
p32,10.1016.S1567-1356(02)00206-4,P. stipitis CBS 6054,Saccharomyces cerevisiae,biomass (biomass),0.57 g biomass/g xylose for P. stipitis CBS 6054,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,aerobic,,,,,yes,
p32,10.1016.S1567-1356(02)00206-4,P. stipitis CBS 6054,Saccharomyces cerevisiae,ethanol (ethanol),3.7 g/l,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,oxygen-limited,,,,,yes,
p32,10.1016.S1567-1356(02)00206-4,P. stipitis CBS 6054,Saccharomyces cerevisiae,ethanol (ethanol),2-5 times higher than that of S. cerevisiae TMB 3400 during anaerobiosis,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,anaerobic,,,,,yes,
p32,10.1016.S1567-1356(02)00206-4,P. stipitis CBS 6054,Saccharomyces cerevisiae,glycerol (glycerol),0.04 g l−1,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,oxygen-limited,,,,,yes,
p32,10.1016.S1567-1356(02)00206-4,P. stipitis CBS 6054,Saccharomyces cerevisiae,xylitol (xylitol),0.1 g/l,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,oxygen-limited,,,,,yes,
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,biomass (biomass),3.4 g/l for S. cerevisiae TMB 3400,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,aerobic to anaerobic,S. cerevisiae TMB 3399,,XK,XDH;XR,yes,
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,biomass (biomass),0.4 g biomass/g xylose for S. cerevisiae TMB 3400,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,aerobic,S. cerevisiae TMB 3399,,XK,XDH;XR,yes,
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,ethanol (ethanol),3.4 g/l,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,oxygen-limited,S. cerevisiae TMB 3399,,XK,XDH;XR,yes,
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,glycerol (glycerol),1.1 g l−1,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,oxygen-limited,S. cerevisiae TMB 3399,,XK,XDH;XR,yes,
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,xylitol (xylitol),2.5 g/l,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,oxygen-limited,S. cerevisiae TMB 3399,,XK,XDH;XR,yes,
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,xylitol (xylitol),0.07 g/g,SX medium,d-xylose,20 g/l,55-ml flasks,,,30°C,oxygen-limited,S. cerevisiae TMB 3399,,XK,XDH;XR,yes,
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,xylitol (xylitol),0.25 g/g,SX medium,d-xylose,20 g/l,55-ml flasks,,,30°C,anaerobic,S. cerevisiae TMB 3399,,XK,XDH;XR,yes,
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3399,Saccharomyces cerevisiae,ethanol (ethanol),2.4 g/l,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,oxygen-limited,,,XK,XDH;XR,yes,
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3399,Saccharomyces cerevisiae,glycerol (glycerol),0.26 g l−1,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,oxygen-limited,,,XK,XDH;XR,yes,
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3399,Saccharomyces cerevisiae,xylitol (xylitol),4.5 g/l,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,oxygen-limited,,,XK,XDH;XR,yes,
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3399,Saccharomyces cerevisiae,xylitol (xylitol),0.14 g/g,defined mineral,d-xylose,20 g/l,2-l Biostat® A bioreactors (batch fermentation),5.5,,30°C,oxygen-limited,,,XK,XDH;XR,yes,
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3399,Saccharomyces cerevisiae,xylitol (xylitol),0.59 g/g,SX medium,d-xylose,20 g/l,55-ml flasks,,,30°C,anaerobic,,,XK,XDH;XR,yes,
,,,,,,,,,,,,,,,,,,,
p33,10.1016.S1567-1356(03)00155-7,CEN.PK448,Saccharomyces cerevisiae,biomass (biomass),0.08 g/g glucose,mineral,glucose,2 g/l,chemostat,5.0,,30°C,>70% saturation,CEN.PK113-7D,GDH1,,,yes,
p33,10.1016.S1567-1356(03)00155-7,CEN.PK448,Saccharomyces cerevisiae,biomass (biomass),0.39 g/g glucose,mineral,glucose,5 g/l,chemostat,5.0,,30°C,>70% saturation,CEN.PK113-7D,GDH1,,,yes,
p33,10.1016.S1567-1356(03)00155-7,CEN.MS6-1A,Saccharomyces cerevisiae,ethanol (ethanol),0.35 g/g glucose,mineral,glucose,20 or 40 g/l,batch and continuous,5.0,,30°C,>70% saturation,,GLR1,,,yes,
p33,10.1016.S1567-1356(03)00155-7,CEN.MS6-1A,Saccharomyces cerevisiae,glycerol (glycerol),0.058 g/g glucose,mineral,glucose,20 or 40 g/l,batch and continuous,5.0,,30°C,>70% saturation,,GLR1,,,yes,
,,,,,,,,,,,,,,,,,,,
p34,10.1016.S1875-5364(20)60005-X,DL-A008,Escherichia coli,astaxanthin (astaxanthin),0.88 g/L,,glycerol,32 g/L,"7 L-fermentor, fed-batch",7.0,66 h,30 ºC,30% (Dissolved O2),DL-A001,crtX,crtW;crtZ,crtEXYIB,yes,
p34,10.1016.S1875-5364(20)60005-X,DL-A008,Escherichia coli,astaxanthin (astaxanthin),6 mg/g cdw,,glycerol,32 g/L,"7 L-fermentor, fed-batch",7.0,66 h,30 ºC,30% (Dissolved O2),DL-A001,crtX,crtW;crtZ,crtEXYIB,yes,
p34,10.1016.S1875-5364(20)60005-X,DL-A008,Escherichia coli,astaxanthin (astaxanthin),5.88 mg/g cdw,,,,,,,,,DL-A001,crtX,crtW;crtZ,crtEXYIB,yes,
p34,10.1016.S1875-5364(20)60005-X,DL-A001,Escherichia coli,astaxanthin (astaxanthin),3.5 mg/g cdw,,,,,,,,,YL-CAR002,crtX,crtW;crtZ,crtEXYIB,yes,
p34,10.1016.S1875-5364(20)60005-X,RBS54,Escherichia coli,astaxanthin (astaxanthin),3.46 mg/g cdw,,,,,,,,,YL-A004,crtX,crtW;crtZ,crtEXYIB,yes,
p34,10.1016.S1875-5364(20)60005-X,YL-CAR002,Escherichia coli,β-carotene (β-carotene),30 mg/g cdw,LB,glycerol,20 g/L,flasks,,24 h,30 ºC,,CAR005,crtX,,crtEXYIB,yes,
,,,,,,,,,,,,,,,,,,,
p35,10.1016.j.bej.2009.04.008,B. subtilis PK-P,Bacillus subtilis,riboflavin (riboflavin),0.031 g riboflavin g−1 glucose,minimal,glucose,100 g glucose l−1,shake flasks,,,41 °C,240 rpm,B. subtilis PK,,kan;purD;purF;purH;purM;purN;rib,,OE,
,,,,,,,,,,,,,,,,,,,
p36,10.1016.j.bej.2019.03.011,GSK1,Saccharomyces cerevisiae,ergosterol (ergosterol),5.6 mgL−1,YPD,glucose,2%,"250 ml shake flask, batch mode",6,5 days,30°C,200 rpm,S. cerevisiae INVSc1,,βAS,,yes,
p36,10.1016.j.bej.2019.03.011,GSK1,Saccharomyces cerevisiae,β-amyrin (β-amyrin),2.7 mg/l,YPD,glucose,2%,"250 ml shake flask, batch mode",6,5 days,30°C,200 rpm,S. cerevisiae INVSc1,,βAS,,yes,
p36,10.1016.j.bej.2019.03.011,GSK2,Saccharomyces cerevisiae,ergosterol (ergosterol),4.52 mgL−1,YPD,glucose,2%,"250 ml shake flask, batch mode",6,5 days,30°C,200 rpm,S. cerevisiae INVSc1,,ERG1;βAS,,yes,
p36,10.1016.j.bej.2019.03.011,GSK2,Saccharomyces cerevisiae,β-amyrin (β-amyrin),3.1 mg/l,YPD,glucose,2%,"250 ml shake flask, batch mode",6,5 days,30°C,200 rpm,S. cerevisiae INVSc1,,ERG1;βAS,,yes,
p36,10.1016.j.bej.2019.03.011,GSK3,Saccharomyces cerevisiae,ergosterol (ergosterol),3.86 mg L−1,YPD,glucose,2%,"250 ml shake flask, batch mode",6,5 days,30°C,200 rpm,S. cerevisiae INVSc1,,ERG1;βAS,,yes,
p36,10.1016.j.bej.2019.03.011,GSK3,Saccharomyces cerevisiae,β-amyrin (β-amyrin),4.25 mg/l,YPD,glucose,2%,"250 ml shake flask, batch mode",6,5 days,30°C,200 rpm,S. cerevisiae INVSc1,,ERG1;βAS,,yes,
p36,10.1016.j.bej.2019.03.011,GSK7,Saccharomyces cerevisiae,ergosterol (ergosterol),13.0 mg L−1,YPD,glucose,2%,"250 ml shake flask, batch mode",6,5 days,30°C,200 rpm,GSK-Ter,,ERG1;ERG20;ERG9;HMG1;IDI;tHMG1;βAS,,yes,
p36,10.1016.j.bej.2019.03.011,GSK7,Saccharomyces cerevisiae,ergosterol (ergosterol),38.8 mg L−1,YPD,glucose,"2%, supplemented 5 mg L−1","5 L fermenter, fed-batch mode",6,120 h,30°C,,GSK-Ter,,ERG1;ERG20;ERG9;HMG1;IDI;tHMG1;βAS,,yes,
p36,10.1016.j.bej.2019.03.011,GSK7,Saccharomyces cerevisiae,β-amyrin (β-amyrin),32.8 mg/l,YPD,glucose,2%,"250 ml shake flask, batch mode",6,5 days,30°C,200 rpm,GSK-Ter,,ERG1;ERG20;ERG9;HMG1;IDI;tHMG1;βAS,,yes,
p36,10.1016.j.bej.2019.03.011,GSK7,Saccharomyces cerevisiae,β-amyrin (β-amyrin),108.26 mg/l,YPD,glucose,"2%, supplemented 5 mg L−1","5 L fermenter, fed-batch mode",6,120 h,30°C,,GSK-Ter,,ERG1;ERG20;ERG9;HMG1;IDI;tHMG1;βAS,,yes,
p36,10.1016.j.bej.2019.03.011,GSK4,Saccharomyces cerevisiae,β-amyrin (β-amyrin),8.52 mg/l,YPD,glucose,2%,"250 ml shake flask, batch mode",6,5 days,30°C,200 rpm,S. cerevisiae INVSc1,,ERG20;ERG9;IDI;βAS,,yes,
p36,10.1016.j.bej.2019.03.011,GSK5,Saccharomyces cerevisiae,β-amyrin (β-amyrin),9.06 mg/l,YPD,glucose,2%,"250 ml shake flask, batch mode",6,5 days,30°C,200 rpm,GSK4,,ERG20;ERG9;HMG1;IDI;βAS,,yes,
p36,10.1016.j.bej.2019.03.011,GSK6,Saccharomyces cerevisiae,β-amyrin (β-amyrin),10.86 mg/l,YPD,glucose,2%,"250 ml shake flask, batch mode",6,5 days,30°C,200 rpm,GSK4,,ERG20;ERG9;HMG1;IDI;tHMG1;βAS,,yes,
,,,,,,,,,,,,,,,,,,,
p37,10.1016.j.bej.2022.108528,BSJ00,Bacillus,fengycin (fengycin),76.34 mg/L,fermentation,arabinose,20 g/L,batch,7,56 h,30 ℃,200 rpm,,,,,OE,
p37,10.1016.j.bej.2022.108528,BSJ00,Bacillus,fengycin (fengycin),1.79 mg/L,fermentation,arabinose,20 g/L,batch,7,16 h,30 ℃,200 rpm,,,,,OE,
p37,10.1016.j.bej.2022.108528,BSJ00,Bacillus,fengycin (fengycin),78.27 mg/L,fermentation,arabinose,20 g/L,batch,7,32 h,30 ℃,200 rpm,,,,,OE,
p37,10.1016.j.bej.2022.108528,BSJ02,Bacillus,fengycin (fengycin),137.05 mg/L,fermentation,arabinose,20 g/L,batch,7,56 h,30 ℃,200 rpm,BSJ00,,,P ylb,hetero,
p37,10.1016.j.bej.2022.108528,BSJ01,Bacillus,fengycin (fengycin),88.18 mg/L,fermentation,arabinose,20 g/L,batch,7,56 h,30 ℃,200 rpm,BSJ00,,,P srfA,hetero,
p37,10.1016.j.bej.2022.108528,BSJ03,Bacillus,fengycin (fengycin),11.53 mg/L,fermentation,arabinose,20 g/L,batch,7,56 h,30 ℃,200 rpm,BSJ00,,,P fen,hetero,
p37,10.1016.j.bej.2022.108528,BSJ04,Bacillus,fengycin (fengycin),146.22 mg/L,fermentation,arabinose,20 g/L,batch,7,56 h,30 ℃,200 rpm,BSJ00,fadB,,,yes,
p37,10.1016.j.bej.2022.108528,BSJ05,Bacillus,fengycin (fengycin),170.12 mg/L,fermentation,arabinose,20 g/L,batch,7,56 h,30 ℃,200 rpm,BSJ00,,yhfL,,yes,
p37,10.1016.j.bej.2022.108528,BSJ021,Bacillus,fengycin (fengycin),156.71 mg/L,fermentation,arabinose,20 g/L,batch,7,56 h,30 ℃,200 rpm,BSJ02,fadB,,P ylb,hetero,
p37,10.1016.j.bej.2022.108528,BSJ022,Bacillus,fengycin (fengycin),142.92 mg/L,fermentation,arabinose,20 g/L,batch,7,56 h,30 ℃,200 rpm,BSJ021,fadB,yhfL,P ylb,hetero,
p37,10.1016.j.bej.2022.108528,BSJ06,Bacillus,fengycin (fengycin),184.12 mg/L,fermentation,arabinose,20 g/L,batch,7,48 h,30 ℃,200 rpm,BSJ00,,,tesA;yngH,hetero,
p37,10.1016.j.bej.2022.108528,BSJ023,Bacillus,fengycin (fengycin),258.41 mg/L,fermentation,arabinose,20 g/L,batch,7,48 h,30 ℃,200 rpm,BSJ022,fadB,yhfL,P ylb;tesA;yngH,hetero,
p37,10.1016.j.bej.2022.108528,BSJ023,Bacillus,fengycin (fengycin),14.19 mg/L,fermentation,arabinose,20 g/L,batch,7,16 h,30 ℃,200 rpm,BSJ022,fadB,yhfL,P ylb;tesA;yngH,hetero,
p37,10.1016.j.bej.2022.108528,BSJ023,Bacillus,fengycin (fengycin),131.71 mg/L,fermentation,arabinose,20 g/L,batch,7,32 h,30 ℃,200 rpm,BSJ022,fadB,yhfL,P ylb;tesA;yngH,hetero,
,,,,,,,,,,,,,,,,,,,
p38,10.1016.j.bej.2023.109026,KN2,Escherichia coli,SA (succinic acid),80.0 g/L,AM1,Glucose,50 g/L,5-L fermenter,6.8,,,Anaerobic,KN1,,cti;whiB,cti,yes,
p38,10.1016.j.bej.2023.109026,KN2,Escherichia coli,SA (succinic acid),0.92 g/g,AM1,Glucose,50 g/L,5-L fermenter,6.8,,,Anaerobic,KN1,,cti;whiB,cti,yes,
p38,10.1016.j.bej.2023.109026,KN4,Escherichia coli,SA (succinic acid),64.1 g/L,AM1,Glucose,50 g/L,5-L fermenter,6.8,,,Anaerobic,KN2,,cti;fabA;fabB;whiB,cti;fabA;fabB,yes,
p38,10.1016.j.bej.2023.109026,KN4,Escherichia coli,SA (succinic acid),40.0 g/L,AM1,Glucose,,5-L fermenter,5.6,,,Anaerobic,KN2,,cti;fabA;fabB;whiB,cti;fabA;fabB,product,
p38,10.1016.j.bej.2023.109026,KN4,Escherichia coli,SA (succinic acid),29.9 g/L,AM1,Glucose,,5-L fermenter,5.6,,,Anaerobic,KN2,,cti;fabA;fabB;whiB,cti;fabA;fabB,yes,
p38,10.1016.j.bej.2023.109026,KN4,Escherichia coli,SA (succinic acid),0.88 g/g,AM1,Glucose,,5-L fermenter,6.8,,,Anaerobic,KN2,,cti;fabA;fabB;whiB,cti;fabA;fabB,yes,
p38,10.1016.j.bej.2023.109026,KN4,Escherichia coli,SA (succinic acid),0.79 g/g,AM1,Glucose,,5-L fermenter,6.8,,,Anaerobic,KN2,,cti;fabA;fabB;whiB,cti;fabA;fabB,yes,
,,,,,,,,,,,,,,,,,,,
p39,10.1016.j.biortech.2016.06.028,P1,Yarrowia lipolytica,a-farnesene (a-farnesene),2.75 mg/L,YPD,glucose,2%,Flask,,120 h,30°C,,Po1h,,,FS;OptFS,yes,
p39,10.1016.j.biortech.2016.06.028,P2,Yarrowia lipolytica,a-farnesene (a-farnesene),6.12 mg/L,YPD,glucose,2%,Flask,,120 h,30°C,,P1,,tHMG1,FS;OptFS,yes,
